,r,thetay,thetaz
0,2.6457513110645907,0.0,2.284520705739662
1,2.537222891273055,0.0,2.2336109323305005
2,2.3979157616563596,0.0,2.1551702236433434
3,2.222048604328897,0.0,2.0216617848690475
4,2.0,0.0,1.5707963267948966
5,2.222048604328897,0.0,1.1199308687207459
6,2.3979157616563596,0.0,0.9864224299464497
7,2.537222891273055,0.0,0.9079817212592926
8,2.6457513110645907,0.0,0.8570719478501311
